Date and Time,Temp,RH,PM2.5,TVOC,CO2,AirPres,Ozone,NO2,House,Calibration
25/02/2019 18:00,20.3,57.05,20.57,138.93,689.38,1027.84,12.92,10.36,2,1
25/02/2019 19:00,20.6,56.96,18,165.13,902.38,1028.09,12.86,9.27,2,1
25/02/2019 20:00,21.2,57.04,43.25,206.68,1133.2,1028.4,12.42,5.38,2,1
25/02/2019 21:00,22,60.34,172.08,518.05,1284.83,1028.5,11.04,0.53,2,1
25/02/2019 22:00,22.7,62.05,196.95,907.35,1591.13,1028.71,10.62,0.53,2,1
25/02/2019 23:00,22.8,61.25,142.58,783.3,1470.77,1028.62,10.75,0.48,2,1
26/02/2019 00:00,23.1,58.97,87.65,719,1518.15,1028.57,10.95,0.56,2,1
26/02/2019 01:00,23.2,57.94,59.79,580.3,1474.32,1028.09,11.07,0.53,2,1
26/02/2019 02:00,23.6,58.24,42.15,550.35,1925.73,1027.72,10.93,0.48,2,1
26/02/2019 03:00,23.5,60.13,28.19,564.17,2639.4,1027.25,10.91,0.45,2,1
26/02/2019 04:00,23.4,61.77,20.31,606.2,2899.55,1027.16,10.94,0.42,2,1
